000001;AM General Hummer SUV 2000;0;112.0 7.0 853.0 717.0 768 1024
000002;AM General Hummer SUV 2000;0;48.0 24.0 441.0 202.0 219 460
000003;AM General Hummer SUV 2000;0;7.0 4.0 277.0 180.0 233 310
000004;AM General Hummer SUV 2000;0;33.0 50.0 197.0 150.0 188 250
000005;AM General Hummer SUV 2000;0;5.0 8.0 83.0 58.0 64 85
000006;AM General Hummer SUV 2000;0;10.0 6.0 250.0 110.0 111 250
000007;AM General Hummer SUV 2000;0;56.0 1.0 394.0 176.0 176 464
000008;AM General Hummer SUV 2000;0;1.0 13.0 113.0 83.0 85 113
000009;AM General Hummer SUV 2000;0;15.0 111.0 271.0 272.0 276 300
000010;AM General Hummer SUV 2000;0;14.0 18.0 148.0 107.0 111 148
000011;AM General Hummer SUV 2000;0;5.0 8.0 91.0 59.0 72 96
000012;AM General Hummer SUV 2000;0;29.0 18.0 157.0 86.0 100 160
000013;AM General Hummer SUV 2000;0;1.0 1.0 300.0 179.0 179 300
000014;AM General Hummer SUV 2000;0;9.0 1.0 152.0 103.0 120 160
000015;AM General Hummer SUV 2000;0;4.0 15.0 94.0 63.0 71 94
000016;AM General Hummer SUV 2000;0;12.0 16.0 117.0 71.0 93 124
000017;AM General Hummer SUV 2000;0;1.0 5.0 160.0 89.0 91 160
000018;AM General Hummer SUV 2000;0;46.0 84.0 661.0 428.0 525 700
000019;AM General Hummer SUV 2000;0;86.0 81.0 371.0 252.0 272 450
000020;AM General Hummer SUV 2000;0;26.0 32.0 677.0 418.0 439 700
000021;AM General Hummer SUV 2000;0;50.0 127.0 587.0 396.0 480 640
000022;AM General Hummer SUV 2000;0;6.0 9.0 124.0 89.0 98 130
000023;AM General Hummer SUV 2000;0;52.0 25.0 751.0 507.0 533 800
000024;AM General Hummer SUV 2000;0;3.0 23.0 132.0 98.0 103 137
000025;AM General Hummer SUV 2000;0;60.0 76.0 593.0 393.0 420 640
000026;AM General Hummer SUV 2000;0;21.0 18.0 492.0 316.0 334 500
000027;AM General Hummer SUV 2000;0;11.0 31.0 490.0 266.0 375 500
000028;AM General Hummer SUV 2000;0;8.0 3.0 135.0 86.0 92 137
000029;AM General Hummer SUV 2000;0;30.0 65.0 331.0 199.0 235 360
000030;AM General Hummer SUV 2000;0;5.0 14.0 93.0 58.0 62 93
000031;AM General Hummer SUV 2000;0;125.0 645.0 1845.0 1421.0 1600 2405
000032;AM General Hummer SUV 2000;0;20.0 48.0 385.0 283.0 295 400
000033;AM General Hummer SUV 2000;0;51.0 73.0 570.0 426.0 480 640
000034;AM General Hummer SUV 2000;0;79.0 469.0 1537.0 1198.0 1200 1600
000035;AM General Hummer SUV 2000;0;18.0 18.0 328.0 190.0 200 339
000036;AM General Hummer SUV 2000;0;13.0 235.0 2021.0 1253.0 1536 2048
000037;AM General Hummer SUV 2000;0;6.0 20.0 123.0 88.0 93 124
000038;AM General Hummer SUV 2000;0;26.0 25.0 283.0 157.0 183 300
000039;AM General Hummer SUV 2000;0;61.0 98.0 458.0 376.0 384 512
000040;AM General Hummer SUV 2000;0;111.0 213.0 907.0 683.0 743 1024
000041;AM General Hummer SUV 2000;0;178.0 214.0 901.0 658.0 768 1024
000042;AM General Hummer SUV 2000;0;9.0 14.0 490.0 368.0 368 490
000043;AM General Hummer SUV 2000;0;28.0 48.0 663.0 302.0 303 720
000044;AM General Hummer SUV 2000;0;4.0 9.0 96.0 88.0 96 96
000045;AM General Hummer SUV 2000;0;6.0 7.0 94.0 68.0 71 94
000046;AM General Hummer SUV 2000;1;14.0 16.0 268.0 169.0 182 278
000047;AM General Hummer SUV 2000;1;10.0 18.0 89.0 61.0 64 96
000048;AM General Hummer SUV 2000;1;111.0 54.0 365.0 190.0 216 373
000049;AM General Hummer SUV 2000;1;9.0 33.0 479.0 276.0 325 490
000050;AM General Hummer SUV 2000;1;9.0 3.0 93.0 41.0 41 101
000051;AM General Hummer SUV 2000;1;15.0 10.0 128.0 76.0 80 142
000052;AM General Hummer SUV 2000;1;11.0 60.0 796.0 535.0 580 800
000053;AM General Hummer SUV 2000;1;92.0 93.0 585.0 399.0 480 640
000054;AM General Hummer SUV 2000;1;5.0 9.0 87.0 61.0 62 93
000055;AM General Hummer SUV 2000;1;8.0 5.0 85.0 69.0 69 93
000056;AM General Hummer SUV 2000;1;70.0 94.0 439.0 341.0 368 490
000057;AM General Hummer SUV 2000;1;87.0 6.0 552.0 348.0 348 580
000058;AM General Hummer SUV 2000;1;28.0 14.0 118.0 80.0 93 143
000059;AM General Hummer SUV 2000;1;11.0 8.0 106.0 80.0 83 124
000060;AM General Hummer SUV 2000;1;53.0 108.0 544.0 413.0 437 600
000061;AM General Hummer SUV 2000;1;31.0 12.0 270.0 160.0 166 300
000062;AM General Hummer SUV 2000;1;4.0 13.0 145.0 109.0 112 150
000063;AM General Hummer SUV 2000;1;8.0 12.0 135.0 83.0 95 143
000064;AM General Hummer SUV 2000;1;11.0 16.0 135.0 93.0 105 140
000065;AM General Hummer SUV 2000;1;28.0 117.0 415.0 274.0 375 500
000066;AM General Hummer SUV 2000;1;45.0 39.0 729.0 414.0 600 800
000067;AM General Hummer SUV 2000;1;3.0 3.0 639.0 480.0 480 640
000068;AM General Hummer SUV 2000;1;18.0 30.0 133.0 93.0 112 150
000069;AM General Hummer SUV 2000;1;24.0 141.0 721.0 396.0 469 750
000070;AM General Hummer SUV 2000;1;31.0 20.0 226.0 119.0 144 250
000071;AM General Hummer SUV 2000;1;17.0 23.0 240.0 135.0 187 249
000072;AM General Hummer SUV 2000;1;6.0 20.0 137.0 73.0 92 137
000073;AM General Hummer SUV 2000;1;111.0 177.0 920.0 642.0 743 1024
000074;AM General Hummer SUV 2000;1;32.0 69.0 487.0 316.0 353 500
000075;AM General Hummer SUV 2000;1;2.0 7.0 102.0 57.0 57 102
000076;AM General Hummer SUV 2000;1;26.0 62.0 763.0 504.0 520 800
000077;AM General Hummer SUV 2000;1;46.0 115.0 623.0 469.0 491 786
000078;AM General Hummer SUV 2000;1;25.0 123.0 589.0 421.0 480 640
000079;AM General Hummer SUV 2000;1;20.0 79.0 654.0 425.0 500 700
000080;AM General Hummer SUV 2000;1;5.0 14.0 160.0 114.0 120 160
000081;AM General Hummer SUV 2000;1;62.0 73.0 718.0 441.0 477 800
000082;AM General Hummer SUV 2000;1;5.0 4.0 136.0 87.0 92 137
000083;AM General Hummer SUV 2000;1;67.0 98.0 283.0 213.0 360 320
000084;AM General Hummer SUV 2000;1;40.0 60.0 354.0 237.0 263 400
000085;AM General Hummer SUV 2000;1;12.0 18.0 113.0 78.0 83 124
000086;AM General Hummer SUV 2000;1;26.0 72.0 774.0 480.0 506 800
000087;AM General Hummer SUV 2000;1;24.0 1.0 368.0 199.0 200 400
000088;AM General Hummer SUV 2000;1;2.0 13.0 160.0 120.0 120 160
000089;AM General Hummer SUV 2000;1;11.0 13.0 84.0 60.0 64 96
000090;Acura RL Sedan 2012;0;434.0 441.0 1805.0 1126.0 1236 2000
000091;Acura RL Sedan 2012;0;104.0 183.0 842.0 608.0 683 1024
000092;Acura RL Sedan 2012;0;7.0 133.0 716.0 444.0 518 720
000093;Acura RL Sedan 2012;0;8.0 29.0 444.0 213.0 225 450
000094;Acura RL Sedan 2012;0;150.0 102.0 877.0 444.0 570 1000
000095;Acura RL Sedan 2012;0;139.0 416.0 1954.0 1149.0 1575 2100
000096;Acura RL Sedan 2012;0;2.0 24.0 288.0 129.0 140 288
000097;Acura RL Sedan 2012;0;115.0 63.0 817.0 324.0 347 960
000098;Acura RL Sedan 2012;0;84.0 189.0 573.0 376.0 450 600
